0.009280742459396751,4,431
0.013921113689095127,6,431
0.009280742459396751,4,431
0.009280742459396751,4,431
0.013921113689095127,6,431
0.5730858468677494,247,431
0.02088167053364269,9,431
0.02320185614849188,10,431
0.016241299303944315,7,431
0.013921113689095127,6,431
0.01160092807424594,5,431
0.013921113689095127,6,431
0.004640371229698376,2,431
0.02320185614849188,10,431
0.6844547563805105,295,431
0.013921113689095127,6,431
0.018561484918793503,8,431
0.6357308584686775,274,431
0.01160092807424594,5,431
0.01160092807424594,5,431
0.013921113689095127,6,431
0.004640371229698376,2,431
0.01160092807424594,5,431
0.020202020202020204,2,99
0.010101010101010102,1,99
0.010101010101010102,1,99
0.030303030303030304,3,99
0.98989898989899,98,99
0.5757575757575758,57,99
0.010752688172043012,1,93
0.010752688172043012,1,93
0.010752688172043012,1,93
0.010752688172043012,1,93
0.021505376344086023,2,93
0.010752688172043012,1,93
0.010752688172043012,1,93
0.010752688172043012,1,93
0.010752688172043012,1,93
0.9032258064516129,84,93
0.8709677419354839,81,93
0.010752688172043012,1,93
0.010752688172043012,1,93
0.010752688172043012,1,93
0.010752688172043012,1,93
0.010752688172043012,1,93
0.010752688172043012,1,93
0.010752688172043012,1,93
0.8602150537634409,80,93
0.010752688172043012,1,93
0.010752688172043012,1,93
0.010752688172043012,1,93
0.010752688172043012,1,93
0.010752688172043012,1,93
0.03982300884955752,9,226
0.9601769911504425,217,226
0.9778761061946902,221,226
0.9424778761061947,213,226
0.03982300884955752,9,226
0.9424778761061947,213,226
0.9601769911504425,217,226
0.03982300884955752,9,226
0.00980392156862745,2,204
0.004901960784313725,1,204
0.004901960784313725,1,204
0.00980392156862745,2,204
0.14705882352941177,30,204
0.1323529411764706,27,204
0.0196078431372549,4,204
0.004901960784313725,1,204
0.14215686274509803,29,204
0.14215686274509803,29,204
0.014705882352941176,3,204
0.05392156862745098,11,204
0.014705882352941176,3,204
0.19117647058823528,39,204
