0.00E+00,0.00E+00
6.86E-01,2.99E+01
9.80E-01,3.51E+01
9.80E-01,3.52E+01
9.80E-01,3.58E+01
1.08E+00,3.60E+01
1.08E+00,3.61E+01
1.08E+00,3.63E+01
1.08E+00,3.65E+01
1.08E+00,3.67E+01
1.08E+00,3.69E+01
1.18E+00,3.69E+01
1.18E+00,3.70E+01
1.18E+00,3.74E+01
1.27E+00,3.76E+01
1.27E+00,3.77E+01
1.27E+00,3.79E+01
1.27E+00,3.81E+01
1.37E+00,3.83E+01
1.37E+00,3.86E+01
1.37E+00,3.90E+01
1.47E+00,3.94E+01
1.47E+00,3.95E+01
1.57E+00,3.97E+01
1.57E+00,3.99E+01
1.57E+00,4.01E+01
1.57E+00,4.03E+01
1.57E+00,4.04E+01
1.67E+00,4.06E+01
1.67E+00,4.08E+01
1.67E+00,4.10E+01
1.76E+00,4.11E+01
1.76E+00,4.15E+01
1.76E+00,4.19E+01
1.86E+00,4.20E+01
1.86E+00,4.24E+01
1.96E+00,4.28E+01
1.96E+00,4.31E+01
2.06E+00,4.35E+01
2.16E+00,4.36E+01
2.25E+00,4.40E+01
2.35E+00,4.44E+01
2.45E+00,4.47E+01
2.55E+00,4.49E+01
2.55E+00,4.51E+01
2.65E+00,4.53E+01
2.65E+00,4.54E+01
2.75E+00,4.56E+01
2.84E+00,4.60E+01
2.84E+00,4.63E+01
2.94E+00,4.65E+01
4.90E+00,4.65E+01
5.88E+00,4.99E+01
6.96E+00,5.01E+01
7.94E+00,5.35E+01
9.02E+00,5.35E+01
9.90E+00,5.72E+01
1.10E+01,5.72E+01
1.19E+01,6.06E+01
1.29E+01,6.06E+01
1.39E+01,6.42E+01
1.99E+01,6.42E+01
2.29E+01,6.42E+01
2.36E+01,6.67E+01
2.37E+01,6.69E+01
2.37E+01,6.71E+01
2.38E+01,6.73E+01
2.38E+01,6.74E+01
2.39E+01,6.76E+01
2.39E+01,6.78E+01
2.40E+01,6.80E+01
2.40E+01,6.82E+01
2.40E+01,6.83E+01
2.41E+01,6.85E+01
2.41E+01,6.87E+01
2.41E+01,6.89E+01
2.41E+01,6.92E+01
2.41E+01,6.94E+01
2.42E+01,6.96E+01
2.42E+01,6.98E+01
2.43E+01,6.99E+01
2.43E+01,7.01E+01
2.43E+01,7.03E+01
2.43E+01,7.05E+01
2.43E+01,7.07E+01
2.44E+01,7.08E+01
2.44E+01,7.10E+01
2.44E+01,7.12E+01
2.45E+01,7.14E+01
2.45E+01,7.16E+01
2.45E+01,7.17E+01
2.45E+01,7.19E+01
2.45E+01,7.21E+01
2.46E+01,7.23E+01
2.46E+01,7.25E+01
2.46E+01,7.26E+01
2.46E+01,7.28E+01
2.47E+01,7.30E+01
2.47E+01,7.33E+01
2.47E+01,7.41E+01
2.47E+01,7.44E+01
2.49E+01,7.50E+01
3.00E+01,7.50E+01
3.50E+01,7.50E+01
3.99E+01,7.50E+01
4.21E+01,7.50E+01
4.30E+01,7.85E+01
4.49E+01,7.85E+01
4.99E+01,7.85E+01
5.39E+01,7.85E+01
5.49E+01,8.21E+01
5.99E+01,8.21E+01
6.49E+01,8.21E+01
7.00E+01,8.21E+01
7.30E+01,8.21E+01
7.30E+01,8.23E+01
7.30E+01,8.25E+01
7.31E+01,8.26E+01
7.31E+01,8.30E+01
7.31E+01,8.34E+01
7.31E+01,8.37E+01
7.32E+01,8.39E+01
7.32E+01,8.41E+01
7.33E+01,8.43E+01
7.33E+01,8.44E+01
7.33E+01,8.46E+01
7.33E+01,8.48E+01
7.34E+01,8.48E+01
7.34E+01,8.52E+01
7.34E+01,8.55E+01
7.35E+01,8.59E+01
7.35E+01,8.62E+01
7.36E+01,8.69E+01
7.37E+01,8.75E+01
7.37E+01,8.80E+01
7.38E+01,8.84E+01
7.39E+01,8.91E+01
7.49E+01,8.91E+01
8.00E+01,8.93E+01
8.49E+01,8.93E+01
8.79E+01,8.93E+01
8.90E+01,9.28E+01
9.29E+01,9.28E+01
9.40E+01,9.64E+01
9.50E+01,9.64E+01
9.89E+01,9.64E+01
1.00E+02,1.00E+02
