0.00E+00,0.00E+00
9.31E-01,6.72E+01
1.96E+00,6.72E+01
2.07E+00,6.74E+01
2.17E+00,6.74E+01
2.17E+00,6.75E+01
2.28E+00,6.75E+01
2.28E+00,6.77E+01
2.38E+00,6.77E+01
2.48E+00,6.77E+01
2.48E+00,6.79E+01
2.59E+00,6.79E+01
2.69E+00,6.81E+01
2.79E+00,6.83E+01
2.90E+00,6.85E+01
3.00E+00,6.85E+01
3.00E+00,6.87E+01
3.10E+00,6.87E+01
3.10E+00,6.89E+01
3.10E+00,6.91E+01
3.21E+00,6.92E+01
3.21E+00,6.94E+01
3.31E+00,6.96E+01
3.31E+00,6.98E+01
3.41E+00,7.00E+01
3.41E+00,7.02E+01
3.41E+00,7.04E+01
3.52E+00,7.06E+01
3.62E+00,7.08E+01
3.62E+00,7.09E+01
3.62E+00,7.11E+01
3.72E+00,7.13E+01
3.72E+00,7.15E+01
3.83E+00,7.17E+01
3.83E+00,7.19E+01
3.93E+00,7.21E+01
3.93E+00,7.23E+01
4.03E+00,7.25E+01
4.14E+00,7.26E+01
4.24E+00,7.28E+01
4.34E+00,7.30E+01
4.86E+00,7.38E+01
5.07E+00,7.38E+01
8.89E+00,7.38E+01
9.93E+00,7.51E+01
1.50E+01,7.51E+01
2.00E+01,7.51E+01
2.03E+01,7.55E+01
2.10E+01,7.64E+01
2.19E+01,7.64E+01
2.21E+01,7.66E+01
2.23E+01,7.68E+01
2.24E+01,7.70E+01
2.25E+01,7.72E+01
2.26E+01,7.72E+01
2.28E+01,7.74E+01
2.29E+01,7.75E+01
2.30E+01,7.77E+01
2.50E+01,7.77E+01
2.60E+01,7.91E+01
3.00E+01,7.91E+01
3.51E+01,7.91E+01
3.60E+01,7.91E+01
3.68E+01,8.02E+01
3.69E+01,8.02E+01
3.69E+01,8.04E+01
3.90E+01,8.04E+01
3.91E+01,8.06E+01
3.91E+01,8.08E+01
3.92E+01,8.09E+01
3.93E+01,8.11E+01
3.94E+01,8.13E+01
3.95E+01,8.15E+01
3.95E+01,8.17E+01
3.96E+01,8.19E+01
3.96E+01,8.21E+01
3.96E+01,8.23E+01
3.97E+01,8.25E+01
3.98E+01,8.26E+01
3.99E+01,8.28E+01
4.00E+01,8.30E+01
4.18E+01,8.30E+01
4.50E+01,8.30E+01
4.99E+01,8.30E+01
5.20E+01,8.30E+01
5.29E+01,8.43E+01
5.50E+01,8.43E+01
5.58E+01,8.57E+01
5.86E+01,8.57E+01
6.00E+01,8.57E+01
6.30E+01,8.57E+01
6.35E+01,8.62E+01
6.39E+01,8.68E+01
6.50E+01,8.70E+01
6.61E+01,8.70E+01
6.64E+01,8.74E+01
6.66E+01,8.77E+01
6.68E+01,8.81E+01
6.69E+01,8.83E+01
7.01E+01,8.83E+01
7.08E+01,8.94E+01
7.09E+01,8.96E+01
7.50E+01,8.96E+01
8.00E+01,8.96E+01
8.11E+01,8.98E+01
8.13E+01,9.02E+01
8.14E+01,9.04E+01
8.14E+01,9.06E+01
8.15E+01,9.08E+01
8.15E+01,9.09E+01
8.16E+01,9.09E+01
8.16E+01,9.11E+01
8.17E+01,9.13E+01
8.18E+01,9.15E+01
8.18E+01,9.17E+01
8.19E+01,9.17E+01
8.19E+01,9.19E+01
8.19E+01,9.21E+01
8.20E+01,9.21E+01
8.20E+01,9.23E+01
8.50E+01,9.23E+01
9.01E+01,9.23E+01
9.50E+01,9.23E+01
9.64E+01,9.47E+01
9.64E+01,9.49E+01
9.71E+01,9.49E+01
9.80E+01,9.62E+01
9.81E+01,9.64E+01
9.81E+01,9.66E+01
9.82E+01,9.68E+01
9.83E+01,9.70E+01
9.83E+01,9.72E+01
9.84E+01,9.74E+01
9.84E+01,9.75E+01
9.84E+01,9.77E+01
9.86E+01,9.79E+01
9.87E+01,9.81E+01
9.88E+01,9.83E+01
9.89E+01,9.85E+01
9.90E+01,9.87E+01
9.91E+01,9.89E+01
9.92E+01,9.91E+01
9.93E+01,9.92E+01
9.94E+01,9.92E+01
9.94E+01,9.94E+01
9.95E+01,9.94E+01
9.96E+01,9.96E+01
9.97E+01,9.98E+01
9.98E+01,1.00E+02
1.00E+02,1.00E+02
