0.00E+00,0.00E+00
2.11E-01,4.76E+00
1.04E+00,2.86E+01
1.94E+00,2.86E+01
2.04E+00,2.88E+01
2.14E+00,2.89E+01
2.14E+00,2.91E+01
2.24E+00,2.93E+01
2.24E+00,2.95E+01
2.34E+00,2.97E+01
2.34E+00,2.99E+01
2.34E+00,3.00E+01
2.44E+00,3.00E+01
2.44E+00,3.02E+01
2.54E+00,3.02E+01
2.54E+00,3.04E+01
2.54E+00,3.06E+01
2.64E+00,3.08E+01
2.64E+00,3.10E+01
2.74E+00,3.11E+01
2.74E+00,3.13E+01
2.85E+00,3.15E+01
2.85E+00,3.17E+01
2.95E+00,3.19E+01
2.95E+00,3.21E+01
4.05E+00,3.22E+01
4.96E+00,3.94E+01
6.86E+00,3.92E+01
6.97E+00,3.94E+01
7.07E+00,3.96E+01
7.07E+00,3.97E+01
7.17E+00,3.99E+01
7.17E+00,4.01E+01
7.17E+00,4.03E+01
7.17E+00,4.05E+01
7.27E+00,4.07E+01
7.27E+00,4.08E+01
7.27E+00,4.10E+01
7.27E+00,4.12E+01
7.27E+00,4.14E+01
7.37E+00,4.16E+01
7.37E+00,4.18E+01
7.37E+00,4.19E+01
7.37E+00,4.21E+01
7.47E+00,4.23E+01
7.47E+00,4.25E+01
7.47E+00,4.27E+01
7.57E+00,4.29E+01
7.57E+00,4.30E+01
7.57E+00,4.32E+01
7.57E+00,4.34E+01
7.57E+00,4.36E+01
7.67E+00,4.38E+01
7.67E+00,4.40E+01
7.67E+00,4.41E+01
7.67E+00,4.43E+01
7.77E+00,4.43E+01
7.77E+00,4.45E+01
7.77E+00,4.47E+01
7.77E+00,4.49E+01
7.87E+00,4.51E+01
7.87E+00,4.52E+01
7.87E+00,4.54E+01
7.97E+00,4.56E+01
7.97E+00,4.58E+01
7.98E+00,4.62E+01
7.98E+00,4.63E+01
9.98E+00,4.63E+01
1.10E+01,4.63E+01
1.11E+01,4.65E+01
1.11E+01,4.67E+01
1.12E+01,4.69E+01
1.12E+01,4.71E+01
1.13E+01,4.73E+01
1.13E+01,4.74E+01
1.14E+01,4.76E+01
1.14E+01,4.78E+01
1.15E+01,4.80E+01
1.15E+01,4.82E+01
1.16E+01,4.84E+01
1.16E+01,4.85E+01
1.17E+01,4.87E+01
1.17E+01,4.89E+01
1.18E+01,4.91E+01
1.18E+01,4.93E+01
1.19E+01,4.95E+01
1.19E+01,4.96E+01
1.20E+01,4.98E+01
1.21E+01,5.00E+01
1.49E+01,5.00E+01
1.50E+01,5.02E+01
1.51E+01,5.04E+01
1.51E+01,5.05E+01
1.52E+01,5.07E+01
1.52E+01,5.09E+01
1.53E+01,5.11E+01
1.54E+01,5.13E+01
1.54E+01,5.15E+01
1.55E+01,5.16E+01
1.55E+01,5.18E+01
1.56E+01,5.20E+01
1.56E+01,5.22E+01
1.57E+01,5.24E+01
1.57E+01,5.26E+01
1.58E+01,5.27E+01
1.59E+01,5.29E+01
1.59E+01,5.31E+01
1.59E+01,5.35E+01
2.00E+01,5.35E+01
2.01E+01,5.38E+01
2.01E+01,5.40E+01
2.02E+01,5.40E+01
2.02E+01,5.42E+01
2.02E+01,5.44E+01
2.03E+01,5.44E+01
2.03E+01,5.46E+01
2.04E+01,5.48E+01
2.04E+01,5.49E+01
2.04E+01,5.51E+01
2.05E+01,5.53E+01
2.05E+01,5.55E+01
2.06E+01,5.57E+01
2.07E+01,5.59E+01
2.07E+01,5.60E+01
2.07E+01,5.62E+01
2.08E+01,5.64E+01
2.08E+01,5.66E+01
2.09E+01,5.68E+01
2.09E+01,5.70E+01
2.09E+01,5.71E+01
2.30E+01,5.71E+01
2.31E+01,5.73E+01
2.31E+01,5.75E+01
2.31E+01,5.77E+01
2.32E+01,5.79E+01
2.32E+01,5.81E+01
2.33E+01,5.82E+01
2.33E+01,5.84E+01
2.34E+01,5.86E+01
2.35E+01,5.90E+01
2.35E+01,5.92E+01
2.36E+01,5.93E+01
2.36E+01,5.95E+01
2.37E+01,5.95E+01
2.37E+01,5.99E+01
2.38E+01,5.99E+01
2.38E+01,6.01E+01
2.39E+01,6.04E+01
2.39E+01,6.06E+01
2.40E+01,6.06E+01
2.40E+01,6.08E+01
2.40E+01,6.12E+01
2.41E+01,6.12E+01
2.41E+01,6.19E+01
2.42E+01,6.19E+01
2.42E+01,6.25E+01
2.43E+01,6.25E+01
2.43E+01,6.30E+01
2.43E+01,6.34E+01
2.44E+01,6.39E+01
2.46E+01,6.52E+01
2.49E+01,6.78E+01
2.60E+01,6.79E+01
2.81E+01,7.51E+01
3.00E+01,7.51E+01
3.51E+01,7.51E+01
3.80E+01,7.51E+01
3.90E+01,7.86E+01
4.00E+01,7.86E+01
4.20E+01,7.88E+01
4.30E+01,8.22E+01
4.50E+01,8.22E+01
5.00E+01,8.22E+01
5.40E+01,8.24E+01
5.51E+01,8.57E+01
6.01E+01,8.57E+01
6.51E+01,8.57E+01
7.01E+01,8.57E+01
7.29E+01,8.57E+01
7.30E+01,8.59E+01
7.31E+01,8.61E+01
7.32E+01,8.64E+01
7.33E+01,8.68E+01
7.34E+01,8.72E+01
7.35E+01,8.75E+01
7.36E+01,8.79E+01
7.37E+01,8.83E+01
7.38E+01,8.86E+01
7.39E+01,8.92E+01
7.50E+01,8.92E+01
8.00E+01,8.94E+01
8.50E+01,8.94E+01
8.80E+01,8.94E+01
8.90E+01,9.29E+01
9.02E+01,9.29E+01
9.31E+01,9.30E+01
9.40E+01,9.65E+01
9.50E+01,9.65E+01
9.90E+01,9.65E+01
1.00E+02,1.00E+02
